month,date,vol,vol_unadj,credit_score_group
181,2015-02,579400914.28391,497947770.7070708,Subprime
182,2015-03,1508806839.633283,1571659425.757575,Near-prime
182,2015-03,19611897184.24878,19798095189.899,Super-prime
182,2015-03,330379624.9460013,376274428.7878788,Deep subprime
182,2015-03,4821856797.285263,4831185440.909088,Prime
182,2015-03,591948073.2031636,647031479.2929296,Subprime
183,2015-04,1581651047.802789,1518956408.080808,Near-prime
183,2015-04,20515296498.58969,20232035728.28282,Super-prime
183,2015-04,382366218.3272322,348527968.6868689,Deep subprime
183,2015-04,4807244584.031221,4791395935.858584,Prime
183,2015-04,721142895.3004621,660683503.0303029,Subprime
184,2015-05,1518320176.731344,1550854293.434344,Near-prime
184,2015-05,20430576781.1529,20343722181.31313,Super-prime
184,2015-05,316962562.0943807,330897785.3535355,Deep subprime
184,2015-05,4785345623.884841,4876999970.707071,Prime
184,2015-05,619682979.3398926,627991243.4343432,Subprime
185,2015-06,1608657586.24953,1695835249.49495,Near-prime
185,2015-06,21251180015.51711,21094007226.76767,Super-prime
185,2015-06,333943866.884255,371997507.5757577,Deep subprime
185,2015-06,5113888075.085114,5202136722.727273,Prime
185,2015-06,655407578.08477,710936438.888889,Subprime
186,2015-07,1568629151.924846,1614627582.828283,Near-prime
186,2015-07,20350280781.24473,21435887297.47476,Super-prime
186,2015-07,335928134.4088131,328026412.1212121,Deep subprime
186,2015-07,5063289837.219587,5430485708.08081,Prime
186,2015-07,672134354.3966488,654851517.6767676,Subprime
187,2015-08,1556840319.340551,1603536783.333333,Near-prime
187,2015-08,20790640377.70065,21303580345.95959,Super-prime
187,2015-08,329075833.9736089,337719895.4545454,Deep subprime
187,2015-08,4965217973.14535,5156808177.777775,Prime
187,2015-08,647043070.898234,666610539.3939395,Subprime
188,2015-09,1603587507.112282,1606213272.222223,Near-prime
188,2015-09,21524019581.44992,20590975886.36364,Super-prime
188,2015-09,369945916.4285063,364956848.4848485,Deep subprime
188,2015-09,5208233808.84674,5015438422.222219,Prime
188,2015-09,654658269.1606313,671645640.4040408,Subprime
189,2015-10,1762535542.117569,1765906593.434343,Near-prime
189,2015-10,22146753315.97871,22592281640.90908,Super-prime
189,2015-10,319643613.1798577,300076163.1313131,Deep subprime
189,2015-10,6370625361.782727,6527122029.797978,Prime
189,2015-10,642575145.2205538,622595506.0606065,Subprime
190,2015-11,1657536843.858606,1790103822.727273,Near-prime
190,2015-11,21498544321.27397,23141414727.27274,Super-prime
190,2015-11,335188266.3440906,342117550.5050504,Deep subprime
190,2015-11,5518114230.043441,5803397530.808082,Prime
190,2015-11,654060147.3893123,704690157.0707071,Subprime
191,2015-12,1655745516.772577,1719313120.70707,Near-prime
191,2015-12,22090594109.3056,22139417377.77778,Super-prime
191,2015-12,321931551.0931671,345021830.808081,Deep subprime
191,2015-12,5473230165.114456,5380927559.595962,Prime
191,2015-12,638535496.0375086,697594011.111111,Subprime
192,2016-01,1641059206.917814,1420931525.252526,Near-prime
192,2016-01,21850651183.92088,21671786940.9091,Super-prime
192,2016-01,299761602.8777234,251522117.6767675,Deep subprime
192,2016-01,5250816273.754028,4994597503.030302,Prime
192,2016-01,609738836.8911158,517251550.5050505,Subprime
193,2016-02,1690973169.378863,1463360845.454546,Near-prime
193,2016-02,23403669274.99024,20837157291.41415,Super-prime
193,2016-02,327521881.0079937,300664797.4747475,Deep subprime
193,2016-02,5661810691.699336,4993137663.131313,Prime
193,2016-02,619337177.9193748,532776527.2727274,Subprime
194,2016-03,1682019585.503533,1770163152.525253,Near-prime
194,2016-03,23323895413.81678,23635424371.21213,Super-prime
194,2016-03,303533391.8747388,351802625.7575759,Deep subprime
194,2016-03,5584150185.998139,5631249363.131314,Prime
194,2016-03,609339661.1570737,677556681.3131312,Subprime
195,2016-04,1598782866.72805,1529885937.878788,Near-prime
195,2016-04,23407981147.54519,22908504750.00001,Super-prime
195,2016-04,284454839.8543097,258736735.8585859,Deep subprime
195,2016-04,5647939898.419812,5588411940.404037,Prime
195,2016-04,580384557.7915382,529406475.7575762,Subprime
196,2016-05,1935230053.532673,1994457281.31313,Near-prime
196,2016-05,24131940327.92001,23935143346.46465,Super-prime
196,2016-05,294165147.9497168,307267918.1818183,Deep subprime
196,2016-05,6418673092.861043,6543278673.737373,Prime
196,2016-05,672491136.0875641,685101017.6767679,Subprime
197,2016-06,1669520901.946331,1771224536.363637,Near-prime
197,2016-06,25737954323.83304,25643478332.32324,Super-prime
197,2016-06,275577616.8593461,308148372.7272727,Deep subprime
197,2016-06,595611441.83632,652444264.141414,Subprime
197,2016-06,6005461873.300699,6110395504.545454,Prime
198,2016-07,1742588211.547271,1794500500.50505,Near-prime
198,2016-07,24636817815.70483,25990249769.19193,Super-prime
198,2016-07,257258169.6483229,251134293.9393939,Deep subprime
198,2016-07,557763666.1777449,543575415.6565657,Subprime
198,2016-07,6997878464.824693,7477617572.222225,Prime
199,2016-08,1691550289.020807,1739852120.202021,Near-prime
199,2016-08,24559410158.67979,25261314864.64647,Super-prime
199,2016-08,265935245.4450283,272403155.050505,Deep subprime
199,2016-08,567244897.0636828,581805940.4040405,Subprime
199,2016-08,6005629057.80998,6259026105.050505,Prime
200,2016-09,1644482556.074327,1632379758.585859,Near-prime
200,2016-09,24903959613.34809,23738011255.55558,Super-prime
200,2016-09,257729793.0433471,255255703.5353535,Deep subprime
200,2016-09,556589368.6437837,567573704.0404041,Subprime
200,2016-09,5944846474.159547,5686224292.424241,Prime
201,2016-10,1444808703.506669,1431475771.717172,Near-prime
201,2016-10,21911601085.5209,22467016271.21212,Super-prime
201,2016-10,223499293.1313082,205927392.9292929,Deep subprime
201,2016-10,500705207.6021853,476969215.6565658,Subprime
201,2016-10,5270727631.572371,5394322602.020202,Prime
202,2016-11,1536399182.721102,1650293856.060606,Near-prime
202,2016-11,21847648136.58594,23539211880.30302,Super-prime
202,2016-11,259210747.0685806,263491901.010101,Deep subprime
202,2016-11,5404945560.506256,5705636552.020201,Prime
202,2016-11,545415169.2185271,585212804.0404043,Subprime
203,2016-12,1557154173.944466,1622424086.363637,Near-prime
203,2016-12,22418842781.95929,22251567261.11112,Super-prime
203,2016-12,257439640.4594062,276296970.7070708,Deep subprime
203,2016-12,5415243907.363398,5292208263.131312,Prime
203,2016-12,542431518.6737839,592902944.4444448,Subprime
204,2017-01,1527303605.605075,1328564794.949495,Near-prime
204,2017-01,243124483.627476,206045422.7272726,Deep subprime
204,2017-01,27215713108.19574,27366472066.16161,Super-prime
204,2017-01,520622717.3081213,444215038.888889,Subprime
204,2017-01,5710655913.219379,5507024652.020203,Prime
205,2017-02,1517516641.205356,1321887129.292929,Near-prime
205,2017-02,23100779991.45527,20704984992.42424,Super-prime
205,2017-02,253558494.4657607,233713997.4747474,Deep subprime
205,2017-02,518933061.97438,450062927.2727274,Subprime
205,2017-02,5591647839.058343,4965161530.808077,Prime
206,2017-03,1698911834.118987,1804416074.747476,Near-prime
206,2017-03,23667120075.99701,24005484643.93939,Super-prime
206,2017-03,257516293.1971326,300826340.9090911,Deep subprime
206,2017-03,550042996.0687294,619242128.2828283,Subprime
206,2017-03,6483103068.559452,6577482418.686872,Prime
207,2017-04,1508152428.218685,1431498450.505051,Near-prime
207,2017-04,22424453730.52917,21737339134.34344,Super-prime
207,2017-04,265013063.9617925,239958035.8585859,Deep subprime
207,2017-04,527482149.5840759,478792826.2626264,Subprime
207,2017-04,5448668748.85796,5337649139.898992,Prime
208,2017-05,1551133066.662183,1609415339.89899,Near-prime
208,2017-05,23000585903.01319,22634549405.55555,Super-prime
208,2017-05,273359993.3463856,283288859.0909091,Deep subprime
208,2017-05,539972573.5157768,552009235.8585862,Subprime
208,2017-05,5560587942.050017,5665038629.797981,Prime
209,2017-06,1591030352.234352,1683249501.515151,Near-prime
209,2017-06,24068322271.31692,23737641992.42424,Super-prime
209,2017-06,274625560.4907651,305999372.2222223,Deep subprime
209,2017-06,547272893.3904613,597450963.1313134,Subprime
209,2017-06,5842250411.389094,5885886891.919192,Prime
210,2017-07,1475333529.517957,1511467175.757576,Near-prime
210,2017-07,24505003013.52761,25624536196.9697,Super-prime
210,2017-07,266344072.1788943,258406084.3434344,Deep subprime
210,2017-07,552698885.6600466,537874024.2424245,Subprime
210,2017-07,5530110859.953386,5842289273.737373,Prime
211,2017-08,1448554320.936815,1494729777.272727,Near-prime
211,2017-08,23263447051.92846,24032423401.01011,Super-prime
211,2017-08,262768083.3784742,269616917.6767676,Deep subprime
211,2017-08,494700141.0294036,507458052.0202022,Subprime
211,2017-08,5551402017.604834,5817611225.757576,Prime
212,2017-09,1430130756.010803,1408372771.717172,Near-prime
212,2017-09,21496372494.12461,20610767651.0101,Super-prime
212,2017-09,233762496.8418368,233562840.4040403,Deep subprime
212,2017-09,473293403.4677165,478712921.7171718,Subprime
212,2017-09,5222547788.876917,4987070990.404039,Prime
213,2017-10,1311993898.237936,1291546264.141414,Near-prime
213,2017-10,219033161.0708737,200778665.1515151,Deep subprime
213,2017-10,22360353409.76862,23193573125.25253,Super-prime
213,2017-10,431831682.1246774,406678879.2929293,Subprime
213,2017-10,5266197014.553085,5406386558.585857,Prime
214,2017-11,1421051107.560292,1532469331.818182,Near-prime
214,2017-11,23363645792.86602,25316139457.07071,Super-prime
214,2017-11,243988940.9446221,249249108.0808081,Deep subprime
214,2017-11,487890378.5486326,525411943.9393941,Subprime
214,2017-11,5577233330.52172,5933098260.60606,Prime
215,2017-12,1438223079.872452,1497437852.525252,Near-prime
215,2017-12,22222616758.43571,21994802059.09092,Super-prime
215,2017-12,248052941.2777888,266623911.111111,Deep subprime
215,2017-12,497389091.3913367,541416953.5353535,Subprime
215,2017-12,5390644730.621825,5254495934.343435,Prime
216,2018-01,1434468870.121495,1261967934.848485,Near-prime
216,2018-01,23253553476.96776,23595043109.59596,Super-prime
216,2018-01,257214877.429056,221875280.8080808,Deep subprime
216,2018-01,497219620.2868729,431409376.2626264,Subprime
216,2018-01,5467347598.224718,5337709484.848484,Prime
217,2018-02,1506143373.861642,1317485948.989898,Near-prime
217,2018-02,23281323713.2693,20937548972.22221,Super-prime
217,2018-02,266908878.4193192,244987389.8989899,Deep subprime
217,2018-02,522883451.0691746,457843203.5353537,Subprime
217,2018-02,5558066944.098842,4955692024.242424,Prime
218,2018-03,1549711697.021069,1649536112.626264,Near-prime
218,2018-03,23370619023.03999,23772482887.37375,Super-prime
218,2018-03,286064912.2106634,331616465.1515152,Deep subprime
218,2018-03,552877230.8892914,621445214.6464648,Subprime
218,2018-03,5576256493.439654,5686761492.929291,Prime
219,2018-04,1539493743.744334,1452475652.020201,Near-prime
219,2018-04,24265331182.02625,23295042513.13131,Super-prime
219,2018-04,269076037.1659973,244826042.4242423,Deep subprime
219,2018-04,531124042.2097175,483115376.2626262,Subprime
219,2018-04,5878306458.249565,5705606215.151512,Prime
220,2018-05,1590253888.053309,1656388937.878788,Near-prime
220,2018-05,24716952561.99389,24029746762.12121,Super-prime
220,2018-05,274604486.3652596,281503110.6060607,Deep subprime
220,2018-05,552648947.9262991,567147082.3232324,Subprime
220,2018-05,5981348395.611255,6066895447.474747,Prime
221,2018-06,1566624367.112458,1647369236.363636,Near-prime
221,2018-06,23694416860.90994,23159835070.20203,Super-prime
221,2018-06,275580926.2932251,303851301.0101011,Deep subprime
221,2018-06,533614688.7190943,575692168.6868689,Subprime
221,2018-06,5772683897.696609,5767280064.141412,Prime
222,2018-07,1502396437.228209,1531056122.222222,Near-prime
222,2018-07,24241444053.37488,25074575400.50505,Super-prime
222,2018-07,285952458.7062876,276753118.6868687,Deep subprime
222,2018-07,525949406.5388677,512375206.5656566,Subprime
222,2018-07,5786722083.943686,6035045927.272727,Prime
223,2018-08,1520108983.701083,1572005515.656566,Near-prime
223,2018-08,24313355010.28166,25155632374.24244,Super-prime
223,2018-08,270820532.8090172,277451720.7070707,Deep subprime
223,2018-08,532699771.2288018,544976210.606061,Subprime
223,2018-08,5791691785.347963,6087725437.373739,Prime
224,2018-09,1529708552.295705,1497218960.10101,Near-prime
224,2018-09,23014014376.70443,22204797639.39393,Super-prime
224,2018-09,282271207.8346171,284252493.939394,Deep subprime
224,2018-09,530560227.8997202,532845334.8484849,Subprime
224,2018-09,5655291946.395464,5424679891.919194,Prime
225,2018-10,1491298634.674925,1465116918.686869,Near-prime
225,2018-10,23994781029.02892,25093027212.12121,Super-prime
225,2018-10,266835761.5350514,247503626.2626262,Deep subprime
225,2018-10,514422889.3497339,483383192.9292931,Subprime
225,2018-10,5976395665.604486,6130483729.797978,Prime
226,2018-11,1516244859.489459,1650169907.575758,Near-prime
226,2018-11,23295646509.21982,25511102589.39394,Super-prime
226,2018-11,268989052.4873461,276472599.4949496,Deep subprime
226,2018-11,503022001.3482206,545251382.3232323,Subprime
226,2018-11,5709420619.331335,6134763784.343434,Prime
227,2018-12,1492958454.843565,1552030584.343434,Near-prime
227,2018-12,22881477820.24944,22753408970.20202,Super-prime
227,2018-12,277863815.6459893,297849679.2929295,Deep subprime
227,2018-12,506674929.9575298,549235862.1212122,Subprime
227,2018-12,5588702798.292642,5471970482.828281,Prime
228,2019-01,1535178823.833104,1365031919.69697,Near-prime
228,2019-01,25134860621.05025,25553074712.12122,Super-prime
228,2019-01,284421308.9516434,250774468.1818182,Deep subprime
228,2019-01,524382217.2157261,462605343.9393941,Subprime
228,2019-01,5911022356.792606,5797398418.181819,Prime
229,2019-02,1581652393.299329,1382899501.010101,Near-prime
229,2019-02,25085138930.75901,22555618079.79799,Super-prime
229,2019-02,279924702.8501315,257212904.5454545,Deep subprime
229,2019-02,552284540.5948712,488233583.3333334,Subprime
229,2019-02,5899626732.227481,5252709685.353535,Prime
230,2019-03,1630779858.72413,1729783917.676768,Near-prime
230,2019-03,25631649838.84613,26110301157.57577,Super-prime
230,2019-03,310969342.0795091,353858657.0707071,Deep subprime
230,2019-03,557159076.6797503,617505134.8484851,Subprime
230,2019-03,6007432689.53356,6144201955.555556,Prime
231,2019-04,1616551853.906832,1523696313.636364,Near-prime
231,2019-04,25743367533.51407,24595412238.8889,Super-prime
231,2019-04,302259754.1213989,277723755.5555555,Deep subprime
231,2019-04,563094099.8594384,518263345.959596,Subprime
231,2019-04,5997725667.476281,5799450059.595962,Prime
232,2019-05,1644414741.314938,1716865043.434344,Near-prime
232,2019-05,25329051681.4628,24461910410.60606,Super-prime
232,2019-05,308056400.584128,311015526.2626263,Deep subprime
232,2019-05,580487799.77191,595580653.5353534,Subprime
232,2019-05,5867064432.624581,5934020003.030303,Prime
233,2019-06,1679268863.26801,1754730297.474747,Near-prime
233,2019-06,23615049058.29937,22874831572.22222,Super-prime
233,2019-06,321905518.5334052,347820691.4141414,Deep subprime
233,2019-06,5806576278.288516,5770241440.40404,Prime
233,2019-06,596485576.1367579,632282504.5454546,Subprime
234,2019-07,1596447624.649784,1624585184.848485,Near-prime
234,2019-07,23525190256.87394,24197876437.87878,Super-prime
234,2019-07,289379141.9169171,282084091.4141414,Deep subprime
234,2019-07,5636127656.860029,5832146801.0101,Prime
234,2019-07,582440244.762154,572860352.0202019,Subprime
235,2019-08,1766057298.656649,1831898893.434344,Near-prime
235,2019-08,28478106789.4114,29442934343.43433,Super-prime
235,2019-08,319705892.5277188,327332431.3131313,Deep subprime
235,2019-08,6262878349.414559,6584292617.676767,Prime
235,2019-08,635850442.4936684,650680467.1717172,Subprime
236,2019-09,1877059294.871016,1827493386.363637,Near-prime
236,2019-09,26016822517.61864,25266288920.20202,Super-prime
236,2019-09,334406318.3813093,339676076.2626263,Deep subprime
236,2019-09,6337773726.725383,6114928952.525256,Prime
236,2019-09,661703950.8303238,660260352.5252532,Subprime
237,2019-10,1698453863.690134,1671047223.737375,Near-prime
237,2019-10,24787259709.62088,25970581614.14143,Super-prime
237,2019-10,311094988.9632066,294496036.3636363,Deep subprime
237,2019-10,5794558040.662513,5938831372.222221,Prime
237,2019-10,614366014.426067,582917639.8989902,Subprime
238,2019-11,1624971722.35538,1785618912.121212,Near-prime
238,2019-11,23333801781.9655,25755724563.13132,Super-prime
238,2019-11,326824012.2381384,337480476.2626263,Deep subprime
238,2019-11,5504268838.23671,5952781661.111112,Prime
238,2019-11,634313559.2167242,688413287.3737375,Subprime
239,2019-12,1686952595.594761,1738158182.323233,Near-prime
239,2019-12,25238553587.8199,25083804608.08083,Super-prime
239,2019-12,336422844.2939385,356360536.3636364,Deep subprime
239,2019-12,5865914265.360349,5755102151.010099,Prime
239,2019-12,638698643.2649254,683441834.8484849,Subprime
240,2020-01,1621454287.267604,1452555705.050505,Near-prime
240,2020-01,25497193833.8145,25781591646.9697,Super-prime
240,2020-01,320809420.5509245,288687544.4444446,Deep subprime
240,2020-01,5740063547.095387,5606999605.555553,Prime
240,2020-01,611517096.1455709,549073037.3737376,Subprime
241,2020-02,1590971103.303735,1382684708.585859,Near-prime
241,2020-02,25980202731.09929,23285822901.51515,Super-prime
241,2020-02,297015685.9573753,273120670.2020203,Deep subprime
241,2020-02,563627530.5870489,500022387.3737373,Subprime
241,2020-02,6045373510.969169,5351150188.88889,Prime
242,2020-03,1188986838.474885,1249868920.202019,Near-prime
242,2020-03,16293155563.56337,16681832741.9192,Super-prime
242,2020-03,259916302.4183598,289590019.6969697,Deep subprime
242,2020-03,4358244240.561938,4468966666.666669,Prime
242,2020-03,448002899.5954862,485397213.1313132,Subprime
243,2020-04,218939505.3087615,204288945.9595959,Deep subprime
243,2020-04,2695663025.755669,2609064423.232324,Prime
243,2020-04,308487822.3586347,289427985.3535354,Subprime
243,2020-04,704522229.0685549,670547179.7979798,Near-prime
243,2020-04,9327590973.530222,8931799265.656567,Super-prime
244,2020-05,10192761375.53547,9875890176.262621,Super-prime
244,2020-05,226718802.70635,226547398.4848484,Deep subprime
244,2020-05,2656169593.066592,2686468550.50505,Prime
244,2020-05,286640254.9729794,294097876.2626262,Subprime
244,2020-05,724547729.5174576,757442690.9090912,Near-prime
245,2020-06,11690894697.07483,11366229781.31313,Super-prime
245,2020-06,204947358.2627232,217134744.9494949,Deep subprime
245,2020-06,281366801.5709577,294924669.1919193,Subprime
245,2020-06,2889660700.384257,2890473909.090909,Prime
245,2020-06,740414014.2471882,772871256.0606065,Near-prime
246,2020-07,12143307106.81413,12504521100,Super-prime
246,2020-07,288296656.8701317,283241864.6464646,Deep subprime
246,2020-07,3002470731.456583,3110050311.111113,Prime
246,2020-07,349112774.2506999,348672059.5959594,Subprime
246,2020-07,804195651.9274915,825326586.8686869,Near-prime
247,2020-08,13565892016.29912,13948493296.96968,Super-prime
247,2020-08,3264460568.09128,3423871198.484848,Prime
247,2020-08,366680186.6784289,376865319.1919191,Subprime
247,2020-08,372046742.7018246,382270986.8686869,Deep subprime
247,2020-08,894847688.9934223,930199657.0707068,Near-prime
248,2020-09,15070708037.28871,14642692887.37374,Super-prime
248,2020-09,304909451.5105321,309943355.0505051,Deep subprime
248,2020-09,3576433854.099533,3469565214.646464,Prime
248,2020-09,387039806.0763028,382782147.9797978,Subprime
248,2020-09,926334627.1211172,895513561.6161615,Near-prime
249,2020-10,1116101935.4794,1100562703.030303,Near-prime
249,2020-10,16028608974.92599,16619328908.0808,Super-prime
249,2020-10,3919604645.632524,3985041027.777778,Prime
249,2020-10,404010143.937403,389624737.878788,Deep subprime
249,2020-10,509211441.9456076,488361392.4242424,Subprime
250,2020-11,1146004886.940542,1261568786.868687,Near-prime
250,2020-11,16093819058.43047,17775251928.28283,Super-prime
250,2020-11,4113885840.658798,4449669480.808081,Prime
250,2020-11,448866795.477309,466256583.838384,Deep subprime
250,2020-11,501976501.4124479,544035327.777778,Subprime
251,2020-12,1138406567.332868,1158678362.121212,Near-prime
251,2020-12,16471286718.20319,16306985369.69697,Super-prime
251,2020-12,352318640.2564922,366597511.6161616,Deep subprime
251,2020-12,4185249632.581216,4100877661.616161,Prime
251,2020-12,486495711.5812441,511305823.2323233,Subprime
252,2021-01,1260189972.598053,1131524119.69697,Near-prime
252,2021-01,15883244060.987,15924538091.41413,Super-prime
252,2021-01,366775680.928223,333893734.8484849,Deep subprime
252,2021-01,4172224544.304052,4034098378.787878,Prime
252,2021-01,539226621.2173512,489993127.7777778,Subprime
253,2021-02,1350050288.491659,1166886307.070707,Near-prime
253,2021-02,17160793216.97663,15461827369.19192,Super-prime
253,2021-02,356744991.2599174,331429717.1717173,Deep subprime
253,2021-02,4616531667.28985,4069736491.919192,Prime
253,2021-02,581000434.7812154,515043807.0707071,Subprime
254,2021-03,1423750691.33966,1481079598.989899,Near-prime
254,2021-03,19360809777.11601,19924890184.84849,Super-prime
254,2021-03,385690433.8467965,421150923.2323233,Deep subprime
254,2021-03,4966497546.594437,5093354107.575758,Prime
254,2021-03,613288222.4738101,649482709.5959598,Subprime
255,2021-04,1639747912.208042,1584190165.151515,Near-prime
255,2021-04,20373468944.06091,19642561761.11111,Super-prime
255,2021-04,447652348.2333377,425130397.9797981,Deep subprime
255,2021-04,5443196609.319525,5292769360.606062,Prime
255,2021-04,732090351.6221024,701305506.5656569,Subprime
256,2021-05,1850161643.455619,1939539472.727273,Near-prime
256,2021-05,21774365307.35247,21334384879.79799,Super-prime
256,2021-05,477951080.6316977,474593643.9393941,Deep subprime
256,2021-05,6015846084.144895,6125671647.474749,Prime
256,2021-05,815815784.3612633,836465393.9393941,Subprime
257,2021-06,1920685737.046271,2007582636.363637,Near-prime
257,2021-06,25179538717.69704,24672493713.63636,Super-prime
257,2021-06,445079569.3919286,461547516.6666666,Deep subprime
257,2021-06,6540507629.556194,6626436484.343432,Prime
257,2021-06,793678899.5358487,828308858.5858586,Subprime
258,2021-07,1960692448.668094,2041478979.29293,Near-prime
258,2021-07,24343001912.09083,25223529488.88889,Super-prime
258,2021-07,455234178.4530739,451448788.3838384,Deep subprime
258,2021-07,6305744331.76816,6582683603.030302,Prime
258,2021-07,802005696.314653,817408762.6262625,Subprime
259,2021-08,1859688116.896901,1944118027.272727,Near-prime
259,2021-08,23655639023.77821,24201868259.59595,Super-prime
259,2021-08,416706215.2479609,431705398.4848484,Deep subprime
259,2021-08,6233229210.680769,6526629270.202019,Prime
259,2021-08,766476992.9288424,794084713.1313131,Subprime
260,2021-09,1960605778.379483,1880171138.88889,Near-prime
260,2021-09,23633186754.70919,22899397801.01011,Super-prime
260,2021-09,438203904.7783746,443195488.888889,Deep subprime
260,2021-09,6410084228.51083,6229735706.565658,Prime
260,2021-09,789204318.3081784,771401660.1010104,Subprime
261,2021-10,1971060110.805148,1942470385.353535,Near-prime
261,2021-10,24403759265.63544,24895945716.16161,Super-prime
261,2021-10,468554242.2603785,461682228.787879,Deep subprime
261,2021-10,6399658684.258753,6441850471.717172,Prime
261,2021-10,787646712.6177201,767139374.2424244,Subprime
262,2021-11,2047662507.535652,2245080286.363636,Near-prime
262,2021-11,26125084217.91953,28670886612.1212,Super-prime
262,2021-11,454297728.3215571,472861789.8989899,Deep subprime
262,2021-11,6704160672.408198,7202300097.9798,Prime
262,2021-11,810387656.43126,870167077.2727274,Subprime
263,2021-12,2046147444.679438,2048214747.979798,Near-prime
263,2021-12,25818958851.99804,25253475274.24242,Super-prime
263,2021-12,471904409.4034762,478938448.9898991,Deep subprime
263,2021-12,6881084141.984359,6693065747.979799,Prime
263,2021-12,824369380.4175837,846944622.7272729,Subprime
264,2022-01,1991883624.970664,1783394523.232323,Near-prime
264,2022-01,23251706943.04582,23045868382.8283,Super-prime
264,2022-01,470104706.8736051,429206259.0909091,Deep subprime
264,2022-01,6335319281.13607,6036660020.707072,Prime
264,2022-01,794365102.4364684,724432693.4343436,Subprime
265,2022-02,2078487294.576108,1785142834.848484,Near-prime
265,2022-02,26228646223.72635,23741274646.46465,Super-prime
265,2022-02,483238811.678003,450402839.3939394,Deep subprime
265,2022-02,6904484272.133237,6069777420.707071,Prime
265,2022-02,822906536.6152711,724984159.0909091,Subprime
266,2022-03,2171913117.698528,2233392239.39394,Near-prime
266,2022-03,29148095545.86394,30201680863.63636,Super-prime
266,2022-03,463436407.7251727,499995594.4444445,Deep subprime
266,2022-03,7498577406.379303,7675688802.525252,Prime
266,2022-03,777042210.0362275,809934604.5454547,Subprime
267,2022-04,2180900661.101678,2150147142.424242,Near-prime
267,2022-04,28246360419.80448,27607341873.23232,Super-prime
267,2022-04,469137978.4839001,454458899.4949495,Deep subprime
267,2022-04,7444592345.903972,7309937917.676766,Prime
267,2022-04,826374834.8849293,807510060.1010101,Subprime
268,2022-05,2205076795.387423,2327835636.868687,Near-prime
268,2022-05,28680926278.2794,28546909958.08082,Super-prime
268,2022-05,429625306.2264336,430237744.9494951,Deep subprime
268,2022-05,7560378758.869255,7783384983.838379,Prime
268,2022-05,795574558.9404122,819630680.3030304,Subprime
269,2022-06,2206810395.734517,2320989357.575758,Near-prime
269,2022-06,29488758998.83725,29411964948.98989,Super-prime
269,2022-06,438952314.6974734,448864477.7777778,Deep subprime
269,2022-06,7764691624.427059,8018121728.282825,Prime
269,2022-06,798295281.7135864,836833565.1515151,Subprime
270,2022-07,2082132743.205233,2206906108.080809,Near-prime
270,2022-07,30359509396.28934,31888614917.17171,Super-prime
270,2022-07,442147115.2190838,441965619.6969696,Deep subprime
270,2022-07,7780618876.847742,8212351442.929295,Prime
270,2022-07,806280428.3422842,836782555.5555556,Subprime
271,2022-08,2069520415.230108,2168889503.030303,Near-prime
271,2022-08,29715094875.76815,30206628426.76768,Super-prime
271,2022-08,427675337.4247388,445499577.7777778,Deep subprime
271,2022-08,7588952959.026751,7938522709.595959,Prime
271,2022-08,775176101.1034255,808724490.9090909,Subprime
272,2022-09,2024018402.06548,1925161206.565656,Near-prime
272,2022-09,30043474900.96278,28713513066.66669,Super-prime
272,2022-09,419201251.8812035,418037808.080808,Deep subprime
272,2022-09,7371149134.795633,7143820201.515148,Prime
272,2022-09,757354741.3223432,730628100.0000002,Subprime
273,2022-10,2019416108.251618,1981301112.121213,Near-prime
273,2022-10,29520094833.15542,29400227133.33334,Super-prime
273,2022-10,390122748.6945812,390542129.7979799,Deep subprime
273,2022-10,7286495478.740828,7222465098.989897,Prime
273,2022-10,751308301.3658546,739354510.1010102,Subprime
274,2022-11,1895637620.707086,2058542242.929293,Near-prime
274,2022-11,30397771279.90123,33046185402.52523,Super-prime
274,2022-11,400198522.3876863,415107917.1717172,Deep subprime
274,2022-11,699162234.143508,741381466.1616161,Subprime
274,2022-11,7180886306.449049,7640162491.919189,Prime
275,2022-12,1813693757.856458,1792062940.909092,Near-prime
275,2022-12,29709434325.16143,28670111019.19192,Super-prime
275,2022-12,388917830.9424513,385956069.6969696,Deep subprime
275,2022-12,676513003.5199953,682392684.3434345,Subprime
275,2022-12,7001897388.597263,6755315480.808081,Prime
276,2023-01,1873762510.982423,1665400467.171717,Near-prime
276,2023-01,32078031919.16045,31609490227.27273,Super-prime
276,2023-01,406597032.9908332,370915979.2929293,Deep subprime
276,2023-01,713855693.4186714,649580631.3131313,Subprime
276,2023-01,7302980390.249393,6874085230.303031,Prime
277,2023-02,1785871347.757169,1529948806.565657,Near-prime
277,2023-02,33017252513.96836,30100943111.61617,Super-prime
277,2023-02,459011416.5292978,430111500,Deep subprime
277,2023-02,696956820.838443,611163301.5151515,Subprime
277,2023-02,7259696380.11911,6375149106.565658,Prime
278,2023-03,1815636703.487787,1855077691.414141,Near-prime
278,2023-03,32096224370.23391,33492318114.14142,Super-prime
278,2023-03,409726810.8118834,441521312.6262628,Deep subprime
278,2023-03,708025947.7864876,731990843.9393941,Subprime
278,2023-03,7185389793.898386,7347213612.626262,Prime
279,2023-04,1820167280.685842,1826401277.777778,Near-prime
279,2023-04,32767734138.50731,32544827367.67678,Super-prime
279,2023-04,373524535.4794285,367922491.4141414,Deep subprime
279,2023-04,675511330.0200685,670668500.5050505,Subprime
